Timestamp,Latitude,Longitude,Speed,Acceleration,Throttle,Steering,Brake,Network_Latency,Packet_Loss,Throughput,Jitter,Bandwidth_Utilization,Attack_Type
2025-02-04 19:36:26.084712029,53.34984636899191,-6.260353910323722,0.5345576501280167,0.9507687482932125,0.6915123619254152,0.6406844144183725,0.494594179820444,0.0068035757283642,0.0009903844168805,0.822403135336376,0.0071108110331544,0.3680305960019193,Normal
2025-02-04 19:36:26.084764957,0.0,0.0,0.5468166843076693,0.7287359144420585,0.7484558336876919,0.0813403485935817,0.0879703107057052,0.8082872099871283,0.671571276054285,0.0047058252447151,0.3546546842957988,1.0,DDoS Attack
2025-02-04 19:36:26.084802628,0.0,0.0,0.0541282390842639,0.886412220318442,0.5095883817124128,0.1863790062651755,0.1499193367717676,0.5496810009578583,0.4577881409276108,0.0124348410306908,0.8491786597613181,1.0,DDoS Attack
2025-02-04 19:36:26.084836960,-9.159048497623022e-05,3.271357464756755e-05,0.2690693736906598,0.7281524386720799,0.9892493460579022,0.4306975579076867,0.2928471037123453,0.0020091530732519,0.0040384333057166,0.4913447830910998,0.0092094295333034,0.1072014847566879,Normal
2025-02-04 19:36:26.084887505,-0.0001816161583492,2.751599421404072e-05,0.9907029689871988,0.2105098124217724,0.0103857215125394,0.6865902825949971,0.0424054811668931,0.0038908183812928,0.0058226670916001,0.3121487173441303,0.0067845055768039,0.4238839844067276,Normal
2025-02-04 19:36:26.085070372,-0.0001618640849317,-1.6486993906051256e-05,0.4118057403587736,0.6078110647378467,0.0994969076528491,0.982986246246208,0.4082311437230873,0.0071616085144155,0.0052220340592467,0.6179106826236195,0.0179741799687556,0.2959424036757377,Normal
2025-02-04 19:36:26.085133076,0.0,0.0,0.7168353740239043,0.1056990629937296,0.8859517564081338,0.8691056112786273,0.5674536244397659,0.2433820676767805,0.8088620851551157,0.0001378345402268,0.2514441793773734,1.0,DDoS Attack
2025-02-04 19:36:26.085166454,5.250114650598782e-05,-6.563470733153383e-06,0.5811608468303222,0.7764856672403054,0.8989493369012226,0.7048820078498194,0.9624300764544406,0.0022698813658575,0.0137506834961556,0.4724513627041378,0.0184617418666391,0.1650696285579751,Normal
2025-02-04 19:36:26.085206509,0.0001052138511889,-4.983972972138008e-05,0.4424626467189595,0.3803387900628118,0.1310753174389722,0.2991871370667365,0.03269021218909,0.0089666887878814,0.002930043669889,0.3621453130741109,0.0230740489667062,0.3290033440218146,Normal
2025-02-04 19:36:26.085294485,0.0,0.0,0.5354125840381501,0.2793576386777179,0.6241939932593128,0.2944999811436949,0.920359769360172,0.6454580134398634,0.6516603333936409,0.0028428246484624,0.9742525987460038,1.0,DDoS Attack
2025-02-04 19:36:26.085328102,2.0994507024582607e-05,8.65256293517822e-06,0.8390294152077354,0.5030038482770351,0.944119779324384,0.1042058595187107,0.6386703811890998,0.0059289192103817,0.0080801743313862,0.7831471148463337,0.0127453971022498,0.350955547979517,Normal
2025-02-04 19:36:26.085410357,0.0,0.0,0.3337475673039796,0.362893354160555,0.0852179614261901,0.2286802789467724,0.2267790354475337,0.8985448642767342,0.9465080182915916,0.0011662112259908,0.2621502956817484,1.0,DDoS Attack
2025-02-04 19:36:26.085442781,4.553142750332553e-05,-6.89384975794857e-05,0.1990588994192673,0.1856296371171616,0.0038939150022343,0.7404239754914999,0.4325079342323321,0.0063733811544172,0.0017104780692819,0.5178844990748596,0.0112137011644743,0.1365815038154986,Normal
2025-02-04 19:36:26.085483074,-1.4121340897986376e-06,-0.0001551560034228,0.4004652235794241,0.6932138825226195,0.3077829737341942,0.6277044168196979,0.0954713833990369,0.0028059972329393,0.0120402913116658,0.4931017781793329,0.0058584115014212,0.1678264511689315,Normal
2025-02-04 19:36:26.085524082,0.0,0.0,0.778612065674735,0.4304767597724376,0.7756384536444493,0.999233283263351,0.8158668151511657,0.2986751362298234,0.6206554856739236,0.0049073970040688,0.948819309111972,1.0,DDoS Attack
2025-02-04 19:36:26.085594416,0.0,0.0,0.6200543654366167,0.0141680887830741,0.8205822133564167,0.3215337166614165,0.539861031448121,0.463326659422513,0.5831010692277133,0.0055002801213172,0.3208078327137796,1.0,DDoS Attack
2025-02-04 19:36:26.085662603,0.0,0.0,0.2350821366381512,0.9953765272274662,0.1546889510664057,0.9205870454737222,0.9038848505073922,0.9449364219727378,0.5894274973272748,0.0156031991917342,0.2937666477853322,1.0,DDoS Attack
